Vehicle_Type,Vehicle_Age,Odometer,Maintenance_Count,Repair_Type,Severity,Parts_Available,Technician_Experience,Workshop_Load,Repair_Time_Hours
Truck,5,182852,6,Battery Replacement,Medium,1,15,7,21.84
Truck,9,258686,17,Clutch Repair,Medium,1,6,9,52.62
Mini Truck,2,97379,10,Tyre Replacement,Low,1,6,4,12.93
Truck,11,387799,12,Clutch Repair,Medium,0,2,6,65.63
Mini Truck,3,87488,10,Oil Change,Medium,1,12,2,12.7
Bus,5,153818,0,Brake Repair,Low,1,2,5,17.65
Bus,6,187312,9,Suspension Repair,Medium,1,12,8,36.3
Bus,5,247103,3,Engine Repair,Low,1,2,2,42.54
Bus,4,129764,3,Transmission Repair,High,1,3,10,84.4
Mini Truck,10,372526,0,Brake Repair,Low,0,12,4,40.99
Van,5,164521,9,Battery Replacement,Medium,1,14,9,23.42
Mini Truck,11,311081,16,Clutch Repair,High,0,14,8,90.11
Mini Truck,1,48283,2,Brake Repair,Medium,0,8,10,49.71
Van,8,314584,7,Clutch Repair,Low,1,15,5,31.34
Truck,4,128100,1,Tyre Replacement,Low,0,4,10,42.17
Bus,9,235736,14,Oil Change,Medium,1,4,2,24.08
Bus,12,575440,6,Suspension Repair,High,1,5,8,57.12
Mini Truck,12,560240,8,Oil Change,Medium,0,4,7,59.62
Mini Truck,6,255438,0,Oil Change,High,1,7,3,28.84
Van,9,448477,4,Brake Repair,Low,0,2,10,47.85
Mini Truck,9,268262,15,Clutch Repair,Medium,1,3,7,49.7
Bus,12,412980,19,Engine Repair,Low,0,15,5,85.65
Mini Truck,10,293542,1,Suspension Repair,Medium,1,1,5,36.43
Bus,4,112386,2,Engine Repair,Medium,1,4,6,55.45
Bus,10,480236,17,Brake Repair,Low,1,14,7,30.33
Bus,2,60093,4,Tyre Replacement,Low,0,14,7,31.2
Mini Truck,9,403837,2,Battery Replacement,High,0,5,9,61.5
Mini Truck,5,207040,8,Brake Repair,Low,1,12,6,17.17
Bus,6,294830,12,Electrical Repair,High,1,3,2,41.79
Van,8,350420,6,Brake Repair,Low,1,4,7,24.42
Bus,10,380166,5,Battery Replacement,Medium,1,7,9,29.94
Mini Truck,8,327956,11,Engine Repair,Medium,1,2,4,61.96
Bus,2,81819,4,Brake Repair,High,1,4,9,39.11
Truck,9,396011,17,Transmission Repair,Low,1,13,8,70.48
Van,4,126277,9,Oil Change,High,1,14,7,34.57
Truck,6,157226,0,Brake Repair,Low,0,4,10,39.92
Bus,5,193903,0,Transmission Repair,Medium,0,12,4,83.93
Bus,8,362129,5,Brake Repair,Medium,0,2,1,49.95
Mini Truck,2,75196,4,Battery Replacement,High,0,5,10,65.06
Truck,6,276145,3,Clutch Repair,High,0,7,8,81.77
Mini Truck,8,374668,7,Suspension Repair,Medium,0,1,10,68.47
Truck,1,30938,3,Battery Replacement,Low,1,5,4,7.08
Van,1,36922,8,Suspension Repair,High,1,3,5,36.45
Bus,10,372938,3,Electrical Repair,Medium,1,10,4,27.65
Van,8,322396,0,Brake Repair,Low,1,5,10,26.01
Truck,8,377190,15,Engine Repair,High,0,12,7,89.24
Mini Truck,9,314215,13,Clutch Repair,High,1,13,2,48.85
Truck,9,314921,15,Engine Repair,Medium,1,8,10,73.01
Bus,4,191338,3,Suspension Repair,Medium,1,15,8,25.19
Truck,3,125158,3,Tyre Replacement,Medium,1,14,8,21.57
Mini Truck,6,253208,12,Transmission Repair,High,1,9,8,85.68
Mini Truck,7,337272,8,Transmission Repair,Medium,0,6,6,93.09
Bus,8,266254,10,Oil Change,High,0,5,1,56.52
Van,8,329801,5,Oil Change,High,1,11,9,41.78
Mini Truck,6,209504,10,Transmission Repair,Medium,0,4,8,96.92
Bus,9,233529,15,Clutch Repair,Low,1,4,9,42.94
Van,4,195603,8,Electrical Repair,Medium,0,3,10,52.8
Van,7,332505,12,Transmission Repair,High,0,12,5,94.4
Mini Truck,4,160109,3,Oil Change,Medium,0,6,1,37.64
Van,3,108759,0,Electrical Repair,Low,0,13,3,37.66
Bus,9,285413,17,Battery Replacement,High,1,4,4,40.09
Bus,7,297494,8,Suspension Repair,Medium,1,14,7,35.27
Truck,4,128627,2,Battery Replacement,Low,1,5,2,6.91
Bus,10,288439,1,Transmission Repair,Low,0,15,2,67.72
Van,11,531499,13,Oil Change,Medium,0,11,10,59.36
Truck,7,253388,8,Battery Replacement,Medium,1,4,9,27.23
Van,4,102847,6,Brake Repair,Medium,1,4,6,23.87
Mini Truck,11,469618,8,Battery Replacement,High,0,14,6,54.4
Bus,11,371166,13,Oil Change,Low,1,1,7,31.48
Mini Truck,6,263433,12,Battery Replacement,Low,1,2,9,26.21
Truck,3,98898,3,Suspension Repair,Low,0,10,2,31.98
Van,8,321037,8,Electrical Repair,High,1,11,2,37.22
Van,4,165303,6,Clutch Repair,Medium,0,6,9,55.87
Mini Truck,10,267337,1,Suspension Repair,High,1,2,1,41.27
Mini Truck,5,130351,7,Oil Change,Medium,0,13,9,44.77
Mini Truck,9,416562,8,Clutch Repair,Low,0,4,5,68.56
Bus,8,255854,13,Electrical Repair,High,1,12,1,36.4
Bus,5,206289,2,Battery Replacement,Low,0,10,1,27.48
Truck,8,345249,16,Engine Repair,High,1,13,5,70.09
Van,12,343362,13,Battery Replacement,High,1,12,10,50.99
Bus,5,160016,0,Clutch Repair,High,1,12,10,49.05
Van,1,31550,2,Oil Change,Medium,1,7,1,8.13
Bus,3,130486,9,Oil Change,Low,1,3,4,10.42
Truck,3,127717,6,Engine Repair,Low,0,10,3,60.67
Bus,7,267438,8,Oil Change,Low,0,8,10,51.99
Truck,6,222136,12,Oil Change,Low,1,4,3,16.11
Truck,2,59566,10,Electrical Repair,Low,0,9,6,31.12
Truck,5,141780,3,Brake Repair,High,0,12,1,53.33
Van,1,34861,8,Brake Repair,High,0,10,4,43.76
Bus,5,194558,4,Battery Replacement,Low,1,8,8,17.76
Mini Truck,4,176927,12,Clutch Repair,High,0,5,6,72.58
Van,9,442544,3,Electrical Repair,Low,0,8,3,38.06
Van,7,246955,4,Electrical Repair,Low,1,3,6,28.27
Bus,11,519862,13,Clutch Repair,High,0,6,6,90.43
Truck,4,107030,8,Brake Repair,High,1,12,10,43.78
Bus,5,159314,11,Clutch Repair,Medium,1,2,6,41.61
Truck,12,454230,16,Clutch Repair,Medium,0,15,6,59.95
Van,11,408854,9,Suspension Repair,High,1,1,4,54.33
Bus,1,39536,6,Electrical Repair,Medium,1,10,4,21.94
Bus,6,283248,8,Brake Repair,Low,0,11,3,42.91
Mini Truck,6,228649,7,Battery Replacement,High,1,15,8,34.21
Bus,6,197164,5,Transmission Repair,High,0,3,4,107.16
Mini Truck,3,112808,11,Engine Repair,Medium,1,10,1,49.0
Truck,8,216285,9,Electrical Repair,Medium,1,9,5,31.75
Mini Truck,8,269507,3,Suspension Repair,Medium,0,4,10,62.0
Mini Truck,11,531156,3,Tyre Replacement,Medium,1,10,4,27.05
Bus,1,30529,7,Suspension Repair,Medium,1,10,1,23.18
Mini Truck,5,141243,12,Tyre Replacement,Low,1,3,8,24.38
Mini Truck,6,201732,12,Brake Repair,Medium,1,2,4,29.84
Bus,2,82534,10,Oil Change,Low,1,5,6,12.19
Bus,9,288087,9,Electrical Repair,Medium,1,15,6,25.12
Mini Truck,3,91125,6,Clutch Repair,High,0,4,6,76.29
Mini Truck,7,308424,1,Clutch Repair,High,1,13,1,41.09
Bus,12,348055,0,Clutch Repair,Medium,0,5,4,53.25
Mini Truck,2,74284,5,Battery Replacement,High,1,13,3,24.03
Truck,11,514490,18,Engine Repair,Low,1,9,7,64.32
Truck,10,428690,7,Brake Repair,High,1,1,9,53.34
Bus,11,287815,2,Oil Change,Medium,1,13,9,27.35
Van,10,270520,2,Brake Repair,Medium,0,3,1,39.31
Mini Truck,5,131355,0,Engine Repair,High,0,12,4,91.69
Mini Truck,4,165506,9,Oil Change,Low,0,11,4,40.72
Mini Truck,9,269449,2,Clutch Repair,High,0,9,5,71.85
Mini Truck,9,251041,13,Battery Replacement,Medium,1,4,5,28.16
Van,12,304142,17,Engine Repair,Medium,0,3,5,84.14
Mini Truck,7,251572,15,Transmission Repair,Low,1,5,5,68.28
Truck,5,185699,10,Clutch Repair,Low,0,13,8,59.08
Mini Truck,4,157978,9,Electrical Repair,High,0,11,9,70.54
Mini Truck,5,160733,9,Tyre Replacement,Medium,1,9,8,25.37
Truck,5,247193,4,Suspension Repair,High,0,13,10,64.6
Van,2,71432,5,Suspension Repair,Medium,1,11,3,21.45
Van,10,323177,0,Tyre Replacement,High,1,13,10,41.62
Truck,9,373202,12,Transmission Repair,High,1,7,7,88.64
Truck,2,93338,8,Tyre Replacement,Low,0,4,3,31.34
Mini Truck,9,353619,4,Tyre Replacement,Low,0,8,4,38.71
Mini Truck,12,592551,8,Oil Change,Medium,0,4,9,61.2
Mini Truck,5,217647,8,Electrical Repair,Medium,0,1,5,49.19
Bus,10,350936,10,Battery Replacement,High,1,11,6,39.59
Mini Truck,9,326023,17,Oil Change,Low,1,6,2,20.19
Van,7,342038,15,Suspension Repair,Medium,1,10,5,35.09
Van,7,233770,5,Battery Replacement,Low,1,7,2,11.89
Bus,7,268095,6,Transmission Repair,Medium,0,1,1,88.16
Van,2,94892,8,Suspension Repair,Medium,1,8,2,23.93
Bus,3,81646,3,Electrical Repair,Low,0,10,9,44.03
Truck,6,257177,5,Brake Repair,Low,0,6,9,50.8
Truck,9,247961,8,Engine Repair,Low,0,12,10,85.19
Mini Truck,7,282677,6,Tyre Replacement,Medium,0,13,5,38.28
Van,4,171823,1,Oil Change,Medium,0,15,9,32.1
Mini Truck,1,26250,5,Tyre Replacement,Low,0,9,5,30.77
Mini Truck,11,429912,18,Suspension Repair,Medium,0,6,3,67.43
Truck,12,394471,11,Suspension Repair,Low,0,13,5,49.39
Bus,9,440385,6,Oil Change,Medium,0,11,8,56.32
Bus,2,64472,0,Suspension Repair,Low,0,10,3,34.84
Truck,7,319116,14,Transmission Repair,Medium,0,14,8,88.16
Bus,8,262706,4,Oil Change,Medium,0,2,10,46.39
Mini Truck,5,157625,12,Brake Repair,Low,1,7,7,23.75
Bus,7,186333,5,Engine Repair,Low,1,2,7,55.05
Bus,6,283743,0,Suspension Repair,Low,1,8,6,24.76
Bus,6,189266,6,Battery Replacement,Low,0,11,4,39.06
Mini Truck,12,330116,4,Battery Replacement,High,1,2,1,30.55
Truck,6,264458,8,Battery Replacement,Low,1,10,1,5.97
Bus,8,219926,2,Tyre Replacement,Low,0,14,7,41.11
Van,3,106578,5,Engine Repair,High,0,13,4,74.16
Bus,5,194432,4,Electrical Repair,Low,1,6,8,20.81
Truck,8,352484,9,Engine Repair,Low,0,12,9,70.31
Truck,3,110574,2,Suspension Repair,High,1,7,9,44.55
Bus,11,448496,3,Oil Change,Low,0,5,2,31.87
Bus,12,459793,17,Clutch Repair,Low,1,2,1,39.02
Van,4,137281,6,Electrical Repair,High,0,4,7,57.1
Van,1,35345,7,Electrical Repair,High,1,4,8,37.51
Truck,1,43928,8,Transmission Repair,Low,1,13,5,54.76
Van,8,317695,1,Tyre Replacement,Low,1,1,5,17.92
Mini Truck,1,28647,2,Electrical Repair,High,0,9,4,48.67
Mini Truck,2,79430,10,Clutch Repair,Medium,1,9,2,24.69
Mini Truck,7,333631,14,Electrical Repair,Low,1,10,2,20.82
Mini Truck,12,424127,18,Engine Repair,Low,0,1,6,86.99
Truck,7,334010,6,Engine Repair,High,0,8,10,93.23
Mini Truck,5,209355,7,Oil Change,High,1,12,5,30.22
Truck,7,266851,9,Electrical Repair,Low,1,10,4,23.56
Bus,8,205624,15,Suspension Repair,Medium,0,10,5,56.74
Van,1,40367,8,Electrical Repair,Medium,0,11,3,44.79
Truck,10,423444,5,Suspension Repair,Low,0,15,7,44.95
Truck,9,339323,16,Oil Change,High,0,1,10,73.91
Mini Truck,1,44255,1,Transmission Repair,High,0,14,9,86.88
Mini Truck,1,26605,3,Tyre Replacement,Medium,1,11,3,11.71
Truck,6,287332,7,Battery Replacement,Medium,1,13,1,11.67
Truck,5,212952,9,Battery Replacement,Low,1,9,3,8.15
Truck,2,86907,5,Suspension Repair,High,1,5,7,43.76
Truck,8,317859,6,Electrical Repair,High,1,7,10,48.77
Truck,10,464285,5,Tyre Replacement,Low,1,14,2,17.5
Van,6,255190,3,Battery Replacement,Medium,0,6,1,26.01
Mini Truck,6,177745,6,Battery Replacement,High,1,15,9,36.32
Mini Truck,11,522927,6,Electrical Repair,High,0,9,3,62.07
Mini Truck,12,560381,8,Clutch Repair,Medium,1,8,8,51.24
Van,6,237318,10,Clutch Repair,Medium,0,9,4,61.33
Mini Truck,10,401699,18,Battery Replacement,Low,0,6,3,37.53
Truck,10,302467,1,Suspension Repair,Medium,1,11,10,34.98
Truck,3,125007,7,Brake Repair,High,0,10,7,68.96
Van,4,148439,3,Oil Change,Low,0,4,9,44.06
Van,1,35516,6,Clutch Repair,Low,1,6,4,25.96
Van,6,236896,2,Suspension Repair,High,0,1,3,58.54
Mini Truck,5,187921,8,Brake Repair,Low,0,9,3,37.82
Van,5,222780,5,Brake Repair,Medium,0,10,3,39.5
Van,10,307941,2,Battery Replacement,High,1,9,7,36.88
Bus,1,33005,9,Transmission Repair,High,1,6,1,73.44
Bus,6,276446,11,Battery Replacement,High,1,13,10,40.71
Truck,8,278815,6,Brake Repair,Low,1,4,5,19.4
Bus,4,145841,3,Clutch Repair,High,0,2,6,77.94
Bus,1,44254,2,Battery Replacement,Low,0,10,5,33.56
Truck,12,398616,12,Electrical Repair,Medium,1,7,3,36.08
Bus,4,126144,9,Brake Repair,Medium,1,15,8,25.41
Truck,9,365799,10,Electrical Repair,Low,1,10,5,23.27
Van,10,418615,8,Transmission Repair,Low,0,13,2,73.91
Bus,3,138803,11,Battery Replacement,Medium,0,6,5,55.78
Van,2,50091,1,Clutch Repair,Low,1,10,10,30.59
Truck,4,120397,12,Engine Repair,Medium,1,6,4,55.09
Bus,9,391241,2,Brake Repair,Low,1,12,8,25.86
Truck,4,139264,7,Electrical Repair,Medium,0,11,2,45.71
Bus,11,359605,12,Tyre Replacement,Medium,1,15,6,29.62
Bus,7,217642,0,Tyre Replacement,Low,0,6,5,36.69
Van,3,107762,9,Transmission Repair,Low,1,14,2,53.45
Mini Truck,4,187347,4,Engine Repair,Medium,1,7,1,49.64
Bus,5,186903,10,Oil Change,High,0,7,1,46.7
Truck,1,39466,9,Electrical Repair,Low,1,4,6,22.74
Van,2,67023,10,Brake Repair,High,0,1,3,51.59
Bus,11,330938,15,Electrical Repair,Medium,0,7,9,53.73
Bus,7,241346,2,Clutch Repair,High,1,5,2,47.61
Van,4,188357,3,Suspension Repair,Medium,1,12,1,20.51
Van,9,314271,2,Electrical Repair,Medium,1,9,2,25.86
Mini Truck,11,326854,11,Battery Replacement,High,0,10,1,56.29
Van,12,459392,18,Tyre Replacement,Low,0,14,10,48.47
Truck,11,423447,5,Transmission Repair,High,0,5,2,104.12
Truck,2,64181,8,Electrical Repair,High,1,15,10,39.82
Van,10,281718,9,Tyre Replacement,Medium,1,3,1,20.43
Truck,3,79001,1,Battery Replacement,Medium,0,3,1,37.55
Bus,12,461073,13,Clutch Repair,High,1,7,6,63.57
Bus,9,244425,17,Tyre Replacement,Medium,0,13,10,49.68
Van,11,477157,14,Electrical Repair,High,0,15,7,69.62
Bus,12,364882,10,Engine Repair,Low,0,9,1,64.23
Truck,4,108078,8,Electrical Repair,Low,0,2,6,45.12
Van,4,137987,2,Clutch Repair,Medium,0,12,3,40.64
Bus,7,220653,12,Battery Replacement,Low,0,13,3,26.3
Van,6,214722,14,Transmission Repair,Low,0,9,7,92.25
Truck,8,324279,12,Oil Change,Medium,0,10,4,52.91
Mini Truck,11,498664,12,Battery Replacement,Medium,0,9,8,61.45
Van,2,52602,7,Electrical Repair,Low,1,14,1,10.05
Truck,4,128660,11,Oil Change,Medium,0,1,10,61.77
Van,5,229631,7,Tyre Replacement,Medium,1,3,7,23.67
Bus,5,241046,1,Suspension Repair,High,0,10,3,66.13
Mini Truck,12,422648,18,Clutch Repair,Medium,0,4,9,73.87
Van,9,376141,6,Suspension Repair,High,0,11,3,67.9
Mini Truck,9,230594,15,Oil Change,Medium,0,11,4,49.21
Mini Truck,11,396102,2,Clutch Repair,High,1,10,4,50.05
Truck,2,97544,6,Tyre Replacement,High,0,11,4,49.75
Van,5,217682,7,Oil Change,Medium,0,14,8,37.5
Mini Truck,8,298292,0,Clutch Repair,High,1,10,5,49.09
Mini Truck,4,145416,7,Suspension Repair,High,1,12,7,43.47
Van,2,65576,8,Oil Change,Medium,1,2,10,25.6
Bus,9,298262,11,Transmission Repair,High,0,3,6,115.31
Bus,6,176429,3,Engine Repair,High,0,12,6,78.65
Bus,5,137617,9,Suspension Repair,Low,1,2,2,26.09
Truck,10,357668,15,Transmission Repair,Medium,0,11,4,95.82
Van,7,268187,0,Electrical Repair,High,0,5,2,59.77
Van,8,237319,4,Engine Repair,Medium,0,7,8,88.63
Mini Truck,1,48244,3,Tyre Replacement,Low,0,3,9,28.31
Mini Truck,2,84493,9,Engine Repair,Medium,1,11,8,53.36
Bus,3,90729,1,Tyre Replacement,Medium,1,10,7,17.06
Van,8,257005,2,Brake Repair,Medium,0,4,2,32.24
Mini Truck,3,106553,0,Suspension Repair,High,1,13,10,39.32
Bus,11,288813,0,Engine Repair,High,0,9,1,83.79
Mini Truck,5,196714,5,Brake Repair,High,0,15,1,41.15
Truck,9,265125,9,Brake Repair,High,1,1,9,46.46
Truck,8,211938,4,Clutch Repair,Medium,1,2,7,41.56
Mini Truck,9,341815,6,Tyre Replacement,Low,1,10,10,27.08
Mini Truck,1,31868,2,Oil Change,Medium,0,11,5,38.82
Bus,4,194927,3,Transmission Repair,Medium,0,2,1,85.22
Bus,2,52948,0,Transmission Repair,Medium,0,2,1,77.72
Truck,4,115985,3,Electrical Repair,Medium,1,12,8,21.97
Bus,3,81202,11,Battery Replacement,Low,0,11,4,35.5
Mini Truck,12,543402,4,Brake Repair,Medium,1,13,2,27.2
Mini Truck,12,590311,14,Battery Replacement,Medium,1,12,8,35.28
Bus,2,64269,8,Battery Replacement,Medium,0,3,4,49.25
Truck,9,375407,7,Battery Replacement,High,0,1,5,66.3
Mini Truck,4,105090,4,Electrical Repair,Low,1,6,6,21.91
Mini Truck,9,436940,2,Battery Replacement,High,0,5,2,62.48
Truck,8,351712,12,Transmission Repair,High,0,4,2,105.24
Mini Truck,6,283693,5,Engine Repair,High,0,13,9,92.6
Van,11,480152,4,Oil Change,Medium,1,14,5,24.29
Van,4,176484,2,Battery Replacement,Low,1,5,1,9.71
Mini Truck,4,167706,5,Suspension Repair,Medium,0,3,1,49.32
Truck,6,201699,7,Clutch Repair,High,1,3,1,44.89
Bus,6,241289,11,Electrical Repair,Low,1,5,5,27.29
Truck,8,398926,16,Suspension Repair,Medium,1,12,9,42.1
Van,11,346001,3,Oil Change,High,0,8,3,48.26
Bus,1,49775,9,Transmission Repair,Medium,0,2,3,87.3
Mini Truck,2,95094,7,Electrical Repair,High,1,9,1,28.95
Bus,2,51506,4,Clutch Repair,Medium,1,8,2,28.88
Mini Truck,5,249654,4,Tyre Replacement,Medium,0,13,5,37.49
Mini Truck,1,47796,4,Clutch Repair,Medium,1,2,2,30.59
Truck,2,82904,7,Battery Replacement,Low,0,4,3,32.63
Mini Truck,1,47706,4,Transmission Repair,Low,0,8,4,70.22
Bus,7,347859,13,Clutch Repair,High,1,11,5,52.39
Truck,4,183766,12,Oil Change,Medium,0,9,2,40.72
Mini Truck,10,405923,16,Tyre Replacement,Medium,1,14,10,37.47
Van,5,186225,0,Transmission Repair,High,0,2,4,85.14
Truck,9,336674,9,Engine Repair,Low,0,2,5,79.13
Mini Truck,6,175401,8,Brake Repair,Low,1,6,10,29.04
Truck,8,214907,0,Engine Repair,Medium,0,15,8,75.33
Van,12,381032,11,Suspension Repair,High,1,5,1,52.11
Bus,4,149799,2,Electrical Repair,Low,0,4,2,30.75
Bus,5,139315,10,Brake Repair,Low,0,11,3,26.59
Mini Truck,1,41017,1,Engine Repair,High,1,11,10,64.36
Van,1,26082,5,Tyre Replacement,Low,0,11,5,28.57
Van,11,497209,14,Engine Repair,High,1,14,4,71.21
Bus,11,346349,10,Suspension Repair,Low,0,14,7,45.88
Bus,11,438097,8,Tyre Replacement,Medium,0,9,5,49.96
Bus,4,157486,12,Electrical Repair,High,0,7,9,57.6
Bus,1,42493,1,Transmission Repair,High,1,1,3,71.32
Van,3,100539,5,Clutch Repair,Medium,0,14,6,59.61
Truck,12,408136,20,Electrical Repair,High,0,9,9,66.44
Bus,1,41247,5,Oil Change,Medium,0,10,8,36.92
Bus,5,228332,12,Transmission Repair,Low,1,3,5,67.02
Mini Truck,8,328098,15,Transmission Repair,Medium,1,10,7,76.74
Bus,10,314299,1,Transmission Repair,Medium,1,13,1,61.09
Truck,7,177283,12,Clutch Repair,High,0,7,5,83.26
Mini Truck,3,134962,5,Electrical Repair,Low,1,8,10,25.41
Van,9,317179,9,Suspension Repair,Low,0,3,2,40.89
Bus,1,40328,2,Electrical Repair,Medium,1,12,4,14.95
Mini Truck,1,28033,6,Oil Change,High,0,3,5,55.93
Truck,8,347761,4,Suspension Repair,Low,1,11,2,24.47
Mini Truck,5,151383,1,Suspension Repair,Low,0,3,6,36.42
Van,12,455790,7,Clutch Repair,High,1,5,3,59.75
Mini Truck,9,375262,11,Tyre Replacement,High,0,7,2,63.2
Bus,10,358564,8,Electrical Repair,Medium,1,12,10,37.85
Bus,8,392163,16,Brake Repair,Low,1,12,4,23.38
Truck,8,386025,9,Tyre Replacement,Medium,0,9,4,41.81
Van,11,421727,0,Tyre Replacement,Low,0,7,3,40.63
Mini Truck,2,80255,6,Transmission Repair,High,0,13,5,84.61
Bus,12,504178,10,Electrical Repair,Low,0,3,9,59.96
Van,9,245828,3,Oil Change,Medium,0,3,3,51.13
Van,1,40624,4,Electrical Repair,High,1,3,9,41.7
Van,8,310100,15,Battery Replacement,Medium,0,4,10,55.69
Bus,12,438933,6,Engine Repair,High,1,4,3,68.55
Mini Truck,9,281609,13,Tyre Replacement,Low,1,2,1,24.1
Truck,3,124722,0,Battery Replacement,Medium,0,2,5,35.94
Bus,12,573639,12,Suspension Repair,Medium,0,14,8,56.58
Bus,6,274886,3,Brake Repair,Low,1,3,1,15.46
Van,2,86445,7,Engine Repair,Low,1,1,8,52.32
Van,4,161220,7,Engine Repair,Low,0,10,8,67.38
Bus,2,98632,4,Clutch Repair,Medium,0,15,3,52.88
Bus,10,417484,0,Clutch Repair,Low,1,9,1,26.66
Truck,10,265412,15,Tyre Replacement,Low,0,9,8,41.15
Van,2,84239,9,Transmission Repair,Medium,0,4,10,92.97
Mini Truck,1,29305,3,Engine Repair,Low,1,13,10,43.53
Mini Truck,6,180143,7,Electrical Repair,Medium,0,4,3,44.69
Truck,9,362828,17,Oil Change,Medium,0,15,10,56.5
Truck,8,288138,0,Tyre Replacement,High,1,2,4,35.71
Truck,1,39539,8,Clutch Repair,Medium,1,11,6,34.24
Mini Truck,6,239305,10,Clutch Repair,Medium,0,10,6,70.64
Truck,5,168942,0,Transmission Repair,High,1,3,4,74.62
Mini Truck,7,338060,9,Suspension Repair,Low,1,3,9,37.66
Mini Truck,6,177363,8,Brake Repair,Medium,0,1,5,44.96
Bus,11,444844,1,Transmission Repair,Medium,0,2,8,99.55
Bus,11,376386,9,Engine Repair,High,1,2,7,77.44
Mini Truck,8,267216,1,Battery Replacement,High,1,10,9,39.43
Bus,9,307487,14,Transmission Repair,High,0,13,2,95.56
Mini Truck,11,503985,14,Tyre Replacement,Medium,1,2,9,41.71
Mini Truck,10,311905,18,Battery Replacement,High,1,4,8,51.06
Mini Truck,1,27375,2,Transmission Repair,High,0,15,2,87.92
Bus,6,286717,2,Transmission Repair,Low,1,9,1,55.06
Bus,8,200719,9,Oil Change,Medium,0,7,6,39.66
Mini Truck,6,253261,12,Tyre Replacement,Medium,0,13,1,39.13
Van,8,254615,10,Battery Replacement,Low,0,6,7,49.42
Van,2,60112,3,Oil Change,Low,1,8,9,13.43
Bus,10,280182,11,Engine Repair,Low,1,3,6,59.98
Mini Truck,7,180169,0,Clutch Repair,High,0,15,6,73.95
Van,7,346275,1,Engine Repair,Low,0,15,5,58.73
Van,11,487683,10,Engine Repair,Low,1,7,9,63.45
Bus,10,483314,14,Battery Replacement,Low,1,13,1,15.82
Mini Truck,1,25815,7,Transmission Repair,Medium,0,14,5,73.46
Van,8,208227,1,Transmission Repair,High,0,12,8,101.98
Bus,4,150792,8,Battery Replacement,Low,1,4,9,22.03
Mini Truck,7,223878,2,Electrical Repair,Medium,1,13,5,24.66
Truck,12,470411,8,Electrical Repair,High,1,7,2,40.2
Van,5,224655,8,Battery Replacement,Medium,0,5,3,46.44
Bus,4,182282,1,Transmission Repair,Low,1,3,7,56.99
Van,12,435391,18,Tyre Replacement,Low,0,3,4,51.69
Van,2,70581,9,Oil Change,Low,1,12,2,4.43
Van,3,75880,4,Transmission Repair,High,1,15,6,75.47
Mini Truck,8,326609,2,Electrical Repair,High,1,2,8,48.16
Mini Truck,7,176852,9,Electrical Repair,Medium,0,10,2,37.67
Mini Truck,11,437590,11,Battery Replacement,High,1,8,8,43.61
Mini Truck,6,274212,11,Suspension Repair,Medium,1,14,5,32.64
Mini Truck,7,187286,11,Tyre Replacement,Low,1,14,3,12.58
Mini Truck,5,168192,5,Tyre Replacement,Low,1,6,1,10.29
Bus,10,413369,17,Clutch Repair,Medium,0,10,9,79.37
Mini Truck,3,136344,5,Transmission Repair,High,1,3,3,71.4
Truck,7,195186,11,Oil Change,Medium,0,10,9,50.29
Van,11,501384,8,Oil Change,Low,1,13,8,25.47
Van,5,179379,13,Suspension Repair,Low,0,4,3,39.47
Bus,4,107288,3,Brake Repair,High,0,10,4,48.87
Truck,2,57110,1,Clutch Repair,Medium,0,7,6,53.06
Bus,6,287119,7,Electrical Repair,Medium,0,12,5,52.22
Van,10,352942,3,Electrical Repair,Low,1,4,7,27.98
Mini Truck,5,170408,7,Clutch Repair,Low,1,2,8,36.12
Van,11,538020,14,Brake Repair,High,0,6,6,75.58
Mini Truck,10,363253,7,Engine Repair,High,1,12,9,73.32
Mini Truck,11,406248,2,Battery Replacement,High,0,6,7,54.01
Truck,10,411147,18,Brake Repair,High,1,3,5,51.52
Mini Truck,10,330352,15,Suspension Repair,High,0,10,4,75.36
Bus,3,131572,8,Electrical Repair,Low,1,10,8,18.24
Van,7,301192,1,Brake Repair,Low,0,11,8,33.59
Truck,11,439001,4,Oil Change,Low,1,3,2,16.83
Van,2,73942,10,Brake Repair,High,0,11,5,56.64
Mini Truck,3,114943,11,Transmission Repair,Medium,0,3,1,79.11
Mini Truck,6,261417,6,Engine Repair,High,0,10,4,91.61
Truck,9,265805,9,Engine Repair,High,0,7,3,90.47
Van,11,322890,8,Oil Change,Low,0,11,8,45.03
Bus,10,448368,16,Transmission Repair,Low,1,15,3,68.68
Truck,3,112104,8,Transmission Repair,Low,1,1,8,66.11
Bus,6,153796,12,Engine Repair,High,0,3,9,92.37
Mini Truck,1,29578,4,Transmission Repair,Low,1,15,4,50.87
Truck,1,45307,0,Battery Replacement,Medium,0,11,9,31.24
Van,11,447252,7,Tyre Replacement,Medium,1,11,4,23.91
Mini Truck,7,267955,10,Transmission Repair,Medium,1,2,8,73.78
Van,8,293576,15,Engine Repair,Medium,1,5,9,69.86
Truck,5,186361,1,Tyre Replacement,Medium,1,7,2,17.54
Bus,11,404532,18,Engine Repair,High,0,10,5,99.04
Mini Truck,12,326740,4,Brake Repair,Medium,0,15,2,43.15
Bus,4,183438,3,Oil Change,Medium,0,8,10,55.66
Bus,9,272431,9,Battery Replacement,Medium,0,4,10,46.66
